Time,agent_name,type,edge.u,edge.v
1623242550.9497514,robot,0,0,3
1623242597.8882058,robot,0,5,4
1623242607.0952463,robot,0,4,6
1623242656.63373,robot,0,7,6
1623242728.3126616,robot,0,4,1
1623242761.2644553,robot,0,1,2
1623242769.2988856,robot,0,2,3
1623242857.1375015,robot,0,8,9
1623242866.541732,robot,0,9,1
1623242906.8963144,robot,0,2,8
1623242908.9503675,robot,3,0,0
1623242913.9160755,robot,4,0,0
1623242928.000212,robot,0,8,9
1623242971.0180485,robot,0,9,1
1623243022.6060266,robot,0,2,1
1623243031.2220585,robot,0,1,3
1623243080.4884965,robot,0,0,3
1623243089.3725328,robot,0,3,2
1623243131.548287,robot,0,1,4
1623243140.7800388,robot,0,4,5
1623243172.752423,robot,0,5,7
1623243180.919822,robot,0,7,6
1623243234.7698295,robot,0,6,4
1623243243.0195675,robot,0,4,5
1623243285.5564184,robot,0,7,6
1623243293.9642987,robot,0,6,5
1623243334.516951,robot,0,4,1
1623243343.5425296,robot,0,1,2
1623243377.1202884,robot,0,3,1
1623243386.7666671,robot,0,1,9
1623243482.5861413,robot,0,0,3
1623243491.2019331,robot,0,3,2
1623243548.1609876,robot,0,8,9
1623243556.531508,robot,0,9,1
1623243612.0354984,robot,0,6,4
1623243621.455711,robot,0,4,5
1623243671.0039475,robot,0,5,7
1623243680.3130605,robot,0,7,6
1623243722.6246414,robot,0,2,1
1623243730.4051561,robot,0,1,3
1623243803.5196033,robot,0,0,3
1623243812.136903,robot,0,3,2
1623243842.0244012,robot,0,4,9
1623243850.8345714,robot,0,9,8
1623243919.6452217,robot,0,4,1
1623243928.8564126,robot,0,1,9
1623243985.210639,robot,0,0,3
1623244020.3956428,robot,0,1,2
1623244077.745184,robot,0,9,8
1623244087.1967082,robot,0,8,2
1623244120.5544446,robot,0,6,4
1623244169.1027448,robot,0,6,7
1623244178.1103964,robot,0,7,5
1623244214.3639612,robot,0,4,5
1623244223.7701764,robot,0,5,7
1623244284.1808925,robot,0,8,2
1623244293.91434,robot,0,2,3
1623244341.1292646,robot,0,4,9
1623244349.2228625,robot,0,9,1
1623244408.0952501,robot,0,1,2
1623244416.5026996,robot,0,2,3
1623244458.0582056,robot,0,6,7
1623244466.274477,robot,0,7,5
1623244506.792981,robot,0,6,4
1623244516.0338562,robot,0,4,5
1623244612.080546,robot,0,0,3
1623244654.887313,robot,0,6,4
1623244686.6231446,robot,0,4,5
1623244696.0531905,robot,0,5,7
1623244729.2085633,robot,0,1,2
1623244737.8355489,robot,0,2,3
1623244765.9964764,robot,0,9,8
1623244774.3339548,robot,0,8,2
1623244815.2405581,robot,0,2,3
1623244824.0466993,robot,0,3,1
1623244862.5628874,robot,0,3,1
1623244918.26475,robot,0,6,7
1623244927.4718897,robot,0,7,5
1623244993.0437417,robot,0,4,5
1623245019.8577182,robot,0,4,6
1623245028.861367,robot,0,6,7
1623245064.4718335,robot,0,9,8
1623245074.319919,robot,0,8,2
1623245127.1481178,robot,0,3,0
1623245135.1379936,robot,0,0,7
1623245176.9087565,robot,0,1,2
1623245185.3312347,robot,0,2,3
1623245228.932318,robot,0,1,4
1623245237.180725,robot,0,4,9
1623245273.3811302,robot,0,5,7
1623245282.603186,robot,0,7,0
